"";"ProbeNr";"Datum der Entnahme";"Uhrzeit der Entnahme";"Probe Valide";"Kläranlagen-ID";"Name der Kläranlage";"Probenbegleitschein vollständig";"Genkopien im Durchschnitt (Gq/ml)";"Genkopien N1/ml";"Genkopien N2/ml";"Anteil Genkopien Durchschnitt zu PMMoV x100.000";"Probennahme (Anfangs )Zeit";"Probennahme (End )Zeit";"Probennahmeart";"Probenvolumen (ml)";"Gesamt-Volumen (Liter) der Mischprobe vor Abfüllung (geschätzt)";"Temperatur des Rohabwassers (Grad Celsius)";"Leitfähigkeit des Rohabwassers (uS/cm)";"pH-Wert des Rohabwassers";"NH4-Konzentration";"Volumenstrom (m3/d)";"Niederschläge am Vortag der Probenentnahme (mm)";"Niederschläge am Probenentnahmetag (mm)";"Lufttemperatur am Probenentnahmetag (Grad Celsius)";"Chemischer Sauerstoffbedarf CSB (mg/l)";"Total Organic Carbon TOC (mg/l)"
"1389";38723;2023-08-22;" 00:00:00";" ja";22430;" Kaiserslautern";" nein";" 101.5";" 83";" 120";" 73.6";2023-08-21 00:00:00;2023-08-21 23:45:00;" NA";" 1000";" 5";" 17.2";" 854";" 8.28";" 18.6";" 47272";" 0";" 0";" NA";" 327";" 84.55"
"1390";38724;2023-08-21;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 89.5";" 68";" 111";" 60.9";2023-08-21 00:00:00;2023-08-21 23:45:00;" MP";" 1000";" 4";" 18.1";" 680";" 7.8";" 13.4";" 10550";" 0";" 0";" NA";" 301";" nicht messbar"
"1391";38725;2023-08-22;" 07:45:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 66.5";" 66";" 67";" 37.6";2023-08-21 00:00:00;2023-08-21 23:45:00;" MP";" 1000";" 12";" 17.9";" 1054";" 7.4";" 33.5";" 5880";" nicht messbar";" nicht messbar";" nicht messbar";" 711";" nicht messbar"
"1392";38726;2023-08-22;" 06:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 143.5";" 103";" 184";" 41.5";2023-08-21 00:00:00;2023-08-21 23:45:00;" MP";" 1000";" 8";" 17.4";" 510";" 7.5";" nicht messbar";" 2881";" 0";" 0";" 16.3";" nicht messbar";" nicht messbar"
"1393";38727;2023-08-21;" 23:45:00";" ja";23128;" Speyer";" ja";" 82.5";" 80";" 85";" 16.9";2023-08-21 00:00:00;2023-08-21 23:45:00;" MP";" 1000";" 3";" 23.4";" 1791";" 7.18";" 53";" 11227";" 0";" 0";" nicht messbar";" 1075";" nicht messbar"
"1394";38728;2023-08-21;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 161.5";" 136";" 187";" 57.1";2023-08-21 00:00:00;2023-08-21 23:45:00;" MP";" 1000";" 5";" 17.2";" 1320";" 7.24";" 35.3";" 8248";" 0";" 0";" NA";" 662";" 243"
"1395";38729;2023-08-22;" 07:30:00";" ja";20027;" Bad Kreuznach";" ja";" 151";" 107";" 195";" 462";2023-08-21 00:00:00;2023-08-22 00:00:00;" MP";" 1000";" 4.5";" 20.8";" 1.44";" 7.8";" 42.2";" 16670";" nicht messbar";" nicht messbar";" 26.7";" 412";" 103"
"1396";38730;2023-08-21;" 00:00:00";" ja";22431;" Koblenz";" ja";" 84";" 77";" 91";" 29.7";2023-08-21 00:00:00;2023-08-21 23:45:00;" MP";" 1000";" 5";" 17.9";" 1400";" 7.5";" 37";" 26676";" 0";" 0";" 24.6";" 601";" 170"
"1397";38731;2023-08-22;" 07:45:00";" ja";22439;" Mainz";" ja";" 141";" 109";" 173";" 56.9";2023-08-21 00:00:00;2023-08-22 00:00:00;" MP";" 1000";" 6";" 6";" 1937";" 7.7";" nicht messbar";" 41587";" nicht messbar";" nicht messbar";" 24.8";" 862";" 244"
"1398";38732;2023-08-22;" 08:00:00";" ja";19985;" Andernach";" ja";" 67.5";" 73";" 62";" 3.18";2023-08-21 08:00:00;2023-08-22 08:00:00;" MP";" 1000";" 6";" 17.9";" 2064";" 8";" nicht messbar";" 9488";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"1399";38733;2023-08-22;" 08:00:00";" ja";22449;" Worms";" ja";" 115.5";" 110";" 121";" ";2023-08-21 08:00:00;2023-08-22 08:00:00;" MP";" 1000";" 4";" 20.2";" 1929";" 8.1";" 59.7";" 21159";" 0";" 0";" NA";" 810";" nicht messbar"
"1400";38734;2023-08-23;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 28";" 18";" 38";" 966";2023-08-22 18:00:00;2023-08-23 18:00:00;" MP";" 2000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 264350";" NA";" NA";" nicht messbar";" nicht messbar";" 250"
"1401";38735;2023-08-24;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 148.5";" 96";" 201";" 106";2023-08-23 00:00:00;2023-08-23 23:45:00;" MP";" 1000";" 3.5";" 18.3";" 677";" 7.89";" 18.2";" 9040";" 0";" 0";" NA";" 337";" nicht messbar"
"1402";38737;2023-08-24;" 08:00:00";" ja";22439;" Mainz";" ja";" 120";" 101";" 139";" 38.1";2023-08-23 00:00:00;2023-08-24 00:00:00;" MP";" 1000";" 6";" 6";" 1883";" 7.9";" nicht messbar";" 40781";" nicht messbar";" nicht messbar";" 22";" 1227";" nicht messbar"
"1403";38738;2023-08-24;" 23:45:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 98";" 79";" 117";" 167";2023-08-24 00:00:00;2023-08-24 23:45:00;" MP";" 1000";" 12";" 18.1";" 1123";" 7.4";" nicht messbar";" 5560";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"1404";38739;2023-08-23;" 00:00:00";" ja";23128;" Speyer";" ja";" 110";" 88";" 132";" 46.4";2023-08-23 00:00:00;2023-08-23 23:45:00;" MP";" 1000";" 3";" 23.7";" 1972";" 7.19";" 65";" 11043";" nicht messbar";" nicht messbar";" nicht messbar";" 1026";" nicht messbar"
"1405";38740;2023-08-24;" 08:00:00";" ja";19985;" Andernach";" ja";" 161.5";" 111";" 212";" 163";2023-08-23 08:00:00;2023-08-24 08:00:00;" MP";" 1000";" 6";" 18.6";" 2065";" 8";" nicht messbar";" 9671";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"1406";38741;2023-08-24;" 08:00:00";" ja";22449;" Worms";" nein";" 143.5";" 125";" 162";" 59.8";2023-08-23 08:00:00;2023-08-24 08:00:00;" MP";" 1000";" 4";" 20.1";" 1980";" 8.1";" 63.8";" 20298";" NA";" 0";" NA";" 872";" nicht messbar"
"1407";38742;2023-08-23;" 00:00:00";" ja";22459;" Zweibrücken";" nein";" 113.5";" 87";" 140";" 54.8";2023-08-23 00:00:00;2023-08-23 23:45:00;" NA";" 1000";" 5";" 16.9";" 1220";" 7.88";" 34.7";" 7988";" 0";" 0";" NA";" 605";" 228"
"1408";38743;2023-08-15;" 08:00:00";" ja";22448;" Trier";" nein";" 109.5";" 74";" 145";" 75.5";2023-08-14 08:00:00;2023-08-15 08:00:00;" MP";" 1000";" 7.5";" NA";" 909";" 7.54";" nicht messbar";" 40800";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"1409";38744;2023-08-17;" 08:00:00";" ja";22448;" Trier";" nein";" 34";" 19";" 49";" 44.7";2023-08-16 08:00:00;2023-08-17 08:00:00;" MP";" 1000";" 7.5";" NA";" 529";" 7.3";" nicht messbar";" 30600";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"1410";38745;2023-08-22;" 08:00:00";" ja";22448;" Trier";" nein";" 102";" 93";" 111";" 45.3";2023-08-21 08:00:00;2023-08-22 08:00:00;" MP";" 1000";" 7.5";" NA";" 1135";" 7.71";" nicht messbar";" 15270";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"1411";38746;2023-08-24;" 08:00:00";" ja";22448;" Trier";" nein";" 136";" 120";" 152";" 63.8";2023-08-23 08:00:00;2023-08-24 08:00:00;" MP";" 1000";" 7.5";" NA";" 1070";" 7.46";" nicht messbar";" 19400";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"1412";38747;2023-08-24;" 08:00:00";" ja";22430;" Kaiserslautern";" ja";" 147";" 134";" 160";" 261";2023-08-23 00:00:00;2023-08-24 00:00:00;" MP";" 1000";" 5";" 16.3";" 784";" 7.73";" 20.74";" 46733";" 0";" 0";" NA";" 548";" 112.29"
"1413";38748;2023-08-23;" 23:45:00";" ja";22431;" Koblenz";" ja";" 136";" 109";" 163";" 72.7";2023-08-23 00:00:00;2023-08-23 23:45:00;" MP";" 1000";" 5";" 17.9";" 1500";" 7.5";" 39.7";" 24184";" 0";" 0";" 22.7";" 600";" 173"
"1414";38749;2023-08-24;" 08:00:00";" ja";22438;" Landau";" ja";" 138";" 112";" 164";" 89.6";2023-08-23 08:00:00;2023-08-24 08:00:00;" MP";" 1000";" 5";" 20.8";" nicht messbar";" 7.9";" 37.6";" 10157";" 0";" 0";" NA";" 668";" nicht messbar"
"1415";38750;2023-08-23;" 23:45:00";" ja";32373;" Neustadt";" ja";" 85";" 83";" 87";" 53.5";2023-08-23 00:00:00;2023-08-23 23:45:00;" MP";" 1000";" 8";" 7.8";" 1161";" 8.03";" nicht messbar";" 8430";" 0";" 0";" 23.7";" 592";" nicht messbar"
"1416";38752;2023-08-24;" 07:30:00";" ja";20027;" Bad Kreuznach";" ja";" 293";" 178";" 408";" 177";2023-08-23 00:00:00;2023-08-24 00:00:00;" MP";" 1000";" 4.5";" 20.4";" 1.36";" 7.83";" 33.6";" 16620";" nicht messbar";" nicht messbar";" 19";" 366";" 103"
"1417";38753;2023-08-23;" 00:00:00";" ja";22425;" Germersheim";" ja";" 96.5";" 84";" 109";" 47.8";2023-08-22 00:00:00;2023-08-23 00:00:00;" MP";" 100";" 24";" 26.1";" 77.82";" 7.11";" 57";" 7601";" 0";" 0";" 25.6";" 351";" nicht messbar"
"1418";38754;2023-08-24;" 07:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 203";" 145";" 261";" 149";2023-08-23 00:00:00;2023-08-23 23:45:00;" MP";" 1000";" 9";" 17.3";" 820";" 7.4";" nicht messbar";" 2614";" 0";" 0";" 29";" nicht messbar";" nicht messbar"
"1419";38864;2023-08-28;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 20.5";" 19";" 22";" 357";2023-08-27 18:00:00;2023-08-28 18:00:00;" MP";" 2000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 318080";" nicht messbar";" 35000";" nicht messbar";" nicht messbar";" 180"
"1420";38867;2023-08-28;" 00:00:00";" ja";22425;" Germersheim";" ja";" 84";" 58";" 110";" 22.9";2023-08-28 00:00:00;2023-08-28 23:45:00;" MP";" 100";" 24";" 28";" 90.92";" 6.95";" 31";" 7842";" 0";" 0";" 16.5";" 429";" nicht messbar"
"1421";38868;2023-08-29;" 07:00:00";" ja";22447;" Montabaur, GKA";" nein";" 65";" 37";" 93";" 28.9";2023-08-28 00:00:00;2023-08-28 23:45:00;" NA";" 1000";" 4";" 17.9";" 810";" 7.93";" 23.2";" 7420";" 0";" 0";" NA";" 419";" nicht messbar"
"1422";38869;2023-08-29;" 08:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 47";" 39";" 55";" 18.7";2023-08-28 00:00:00;2023-08-28 23:45:00;" MP";" 1000";" 12";" 17.6";" 1300";" 7.6";" nicht messbar";" 5376";" 0";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"1423";38870;2023-08-29;" 08:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 87.5";" 52";" 123";" 23.1";2023-08-28 00:00:00;2023-08-28 23:45:00;" MP";" 1000";" 7";" 16";" 881";" 7.9";" nicht messbar";" 2670";" nicht messbar";" 0";" NA";" nicht messbar";" nicht messbar"
"1424";38871;2023-08-28;" 00:00:00";" ja";32373;" Neustadt";" ja";" 83.5";" 62";" 105";" 43.5";2023-08-28 00:00:00;2023-08-28 23:45:00;" MP";" 1000";" 8";" 8.1";" 1150";" 8.14";" 60.1";" 8442";" 0";" 0";" 15";" 1064";" nicht messbar"
"1425";38873;2023-08-28;" 00:00:00";" ja";23128;" Speyer";" nein";" 84";" 75";" 93";" 17.7";2023-08-28 00:00:00;2023-08-28 23:45:00;" NA";" 1000";" 4";" 23.2";" 1502";" 7.44";" 51";" 11440";" nicht messbar";" 0";" nicht messbar";" 847";" nicht messbar"
"1426";38874;2023-08-28;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 72";" 39";" 105";" 24.4";2023-08-28 00:00:00;2023-08-28 23:45:00;" MP";" 1000";" 4.5";" 16.7";" 1253";" 7.76";" 38.6";" 8075";" 0";" 0";" NA";" 632";" 244"
"1427";38880;2023-08-29;" 00:00:00";" ja";22430;" Kaiserslautern";" ja";" 87.5";" 68";" 107";" 95";2023-08-28 00:00:00;2023-08-29 00:00:00;" MP";" 1000";" 5";" nicht messbar";" 816";" 7.41";" 23.39";" 45742";" 0";" 0";" NA";" 339";" 97.3"
"1428";38881;2023-08-28;" 00:00:00";" ja";22431;" Koblenz";" ja";" 188";" 84";" 292";" 361";2023-08-28 00:00:00;2023-08-28 23:45:00;" MP";" 1000";" 5";" 17.6";" 1300";" 7.6";" 42.1";" 26176";" 1";" 0";" 15.9";" 575";" 162"
"1429";38882;2023-08-29;" 07:45:00";" ja";22439;" Mainz";" ja";" 118";" 82";" 154";" 51.3";2023-08-28 00:00:00;2023-08-29 00:00:00;" MP";" 1000";" 6";" 6";" 1798";" 7.8";" nicht messbar";" 40883";" nicht messbar";" nicht messbar";" 15.6";" 1390";" 332"
"1430";38938;2023-08-29;" 08:00:00";" ja";19985;" Andernach";" ja";" 111.5";" 69";" 154";" 34.4";2023-08-28 08:00:00;2023-08-29 08:00:00;" MP";" 1000";" 4";" nicht messbar";" 2012";" 8.1";" nicht messbar";" 8569";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"1431";38940;2023-08-29;" 08:00:00";" ja";22448;" Trier";" nein";" 263";" 75";" 451";" 391";2023-08-28 08:00:00;2023-08-29 08:00:00;" MP";" 1000";" 7.5";" NA";" 1032";" 7.6";" nicht messbar";" 21850";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"1432";38941;2023-08-28;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 225";" 167";" 283";" 399";2023-08-27 00:00:00;2023-08-28 00:00:00;" MP";" 1000";" 4.5";" 20.5";" 1.37";" 7.7";" 54.3";" 15400";" 0";" 0";" NA";" 324";" 181"
"1433";38945;2023-08-29;" 08:00:00";" ja";22438;" Landau";" ja";" 117";" 112";" 122";" 31.2";2023-08-28 08:00:00;2023-08-29 08:00:00;" MP";" 1000";" 6";" 19.6";" nicht messbar";" 7.7";" 21.76";" 10187";" nicht messbar";" nicht messbar";" 14";" 579";" nicht messbar"
"1434";38955;2023-08-29;" 08:00:00";" ja";22449;" Worms";" ja";" 92.5";" 84";" 101";" 30.3";2023-08-28 08:00:00;2023-08-29 08:00:00;" MP";" 1000";" 4";" 19.7";" 1935";" 8";" 61.5";" 22186";" 1";" 0";" NA";" 868";" nicht messbar"
"1435";38960;2023-08-31;" 08:00:00";" ja";22448;" Trier";" nein";" 77";" 46";" 108";" 1091";2023-08-30 08:00:00;2023-08-31 08:00:00;" MP";" 1000";" 7.5";" NA";" 585";" 7.5";" nicht messbar";" 28930";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"1436";38961;2023-08-31;" 08:00:00";" ja";22438;" Landau";" ja";" 100.5";" 79";" 122";" 79.1";2023-08-30 08:00:00;2023-08-31 08:00:00;" MP";" 1000";" 8";" 20.3";" nicht messbar";" 7.8";" 46.6";" 11171";" nicht messbar";" nicht messbar";" 14";" 632";" nicht messbar"
"1437";38963;2023-08-30;" 00:00:00";" ja";22425;" Germersheim";" ja";" 30.5";" 18";" 43";" 90.2";2023-08-30 00:00:00;2023-08-30 23:45:00;" MP";" 100";" 24";" 23.4";" 64.39";" 7.19";" 85";" 8010";" 0";" 0";" 17.7";" 503";" nicht messbar"
"1438";38964;2023-08-30;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 5";" 5";" 5";" 110";2023-08-29 18:00:00;2023-08-30 18:00:00;" MP";" 2000";" 23";" 23";" nicht messbar";" 7";" nicht messbar";" 269680";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" 200"
"1439";38965;2023-08-30;" 00:00:00";" ja";32373;" Neustadt";" ja";" 40";" 36";" 44";" 40.7";2023-08-30 00:00:00;2023-08-30 23:45:00;" MP";" 1000";" 9";" 10.2";" 975";" 8.1";" 49.5";" 13550";" 0";" 2";" 16.9";" 944";" nicht messbar"
"1440";38966;2023-08-30;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 61";" 40";" 82";" 231";2023-08-30 00:00:00;2023-08-30 23:45:00;" MP";" 1000";" 7";" 17";" 957";" 7.93";" 27.1";" 12782";" 2";" 3";" NA";" 593";" 215"
"1441";38968;2023-08-31;" 08:00:00";" ja";22439;" Mainz";" ja";" 105.5";" 75";" 136";" 128";2023-08-30 00:00:00;2023-08-31 00:00:00;" MP";" 1000";" 6";" 6";" 1341";" 7.8";" nicht messbar";" 54528";" nicht messbar";" nicht messbar";" 16.4";" 761";" 258"
"1442";38969;2023-08-31;" 08:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 6.5";" 8";" 5";" 23.9";2023-08-30 00:00:00;2023-08-30 23:45:00;" MP";" 1000";" 12";" 17.5";" 1038";" 7.5";" 34";" 8700";" nicht messbar";" 3";" nicht messbar";" nicht messbar";" nicht messbar"
"1443";38970;2023-08-31;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 15.5";" 5";" 26";" 252";2023-08-30 00:00:00;2023-08-30 23:45:00;" MP";" 1000";" 7";" 16.9";" 817";" 8.1";" nicht messbar";" 3790";" 2";" nicht messbar";" NA";" nicht messbar";" nicht messbar"
"1444";38971;2023-08-30;" 00:00:00";" ja";23128;" Speyer";" ja";" 50";" 45";" 55";" 36.5";2023-08-30 00:00:00;2023-08-30 23:45:00;" MP";" 1000";" 4";" 22.6";" 1580";" 7.46";" 44";" 14421";" nicht messbar";" 2";" nicht messbar";" 758";" nicht messbar"
"1445";38972;2023-08-31;" 10:30:00";" ja";22430;" Kaiserslautern";" ja";" 70.5";" 50";" 91";" 500";2023-08-30 00:00:00;2023-08-30 23:45:00;" MP";" 1000";" 5";" nicht messbar";" 642";" 7.39";" 19.07";" 67603";" 4";" 16";" NA";" 390";" 102.77"
"1446";38973;2023-08-30;" 00:00:00";" ja";22431;" Koblenz";" ja";" 77";" 62";" 92";" 517";2023-08-30 00:00:00;2023-08-30 23:45:00;" MP";" 1000";" 5";" 16.9";" 1300";" 7.5";" 41.2";" 38268";" 0";" 3";" 16.3";" 666";" 180"
"1447";38976;2023-08-31;" 08:00:00";" ja";19985;" Andernach";" nein";" 42.5";" 33";" 52";" 40.1";2023-08-30 08:00:00;2023-08-31 08:00:00;" NA";" 1000";" 6";" 18.6";" 1762";" 8";" nicht messbar";" 10444";" 0";" 2";" NA";" nicht messbar";" nicht messbar"
"1448";38977;2023-08-30;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 130";" 83";" 177";" 774";2023-08-30 00:00:00;2023-08-30 23:45:00;" MP";" 1000";" 4.5";" 20.5";" 1.71";" 7.8";" 31.2";" 22770";" 0";" 2";" NA";" 711";" 184"
"1449";39011;2023-08-30;" 00:00:00";" ja";22449;" Worms";" nein";" 82.5";" 68";" 97";" 119";NA;NA;" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA"
"1450";39060;2023-09-05;" 08:00:00";" ja";22448;" Trier";" nein";" 108.5";" 56";" 161";" 110";2023-09-04 08:00:00;2023-09-05 08:00:00;" MP";" 1000";" 7.5";" NA";" 977";" 7.7";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"1451";39061;2023-09-05;" 07:30:00";" ja";20027;" Bad Kreuznach";" ja";" 238";" 162";" 314";" 229";2023-09-04 00:00:00;2023-09-05 00:00:00;" MP";" 1000";" 4";" 20.1";" 1.65";" 7.81";" 34.7";" 16370";" nicht messbar";" nicht messbar";" 16.8";" 332";" 132"
"1452";39062;2023-09-04;" 00:00:00";" ja";22425;" Germersheim";" nein";" 55.5";" 46";" 65";" 61.5";2023-09-03 00:00:00;2023-09-04 00:00:00;" MP";" 100";" 24";" 20.4";" 43.65";" 7.98";" 31";" NA";" NA";" NA";" NA";" 158";" nicht messbar"
"1453";39063;2023-09-04;" 00:00:00";" ja";22431;" Koblenz";" ja";" 99";" 81";" 117";" 122";2023-09-03 00:00:00;2023-09-04 00:00:00;" MP";" 1000";" 5";" 17.5";" 1300";" 7.3";" 45.9";" 25772";" 0";" 0";" 20.3";" 613";" 165"
"1454";39064;2023-09-05;" 08:00:00";" ja";22438;" Landau";" ja";" 155";" 144";" 166";" 132";2023-09-04 08:00:00;2023-09-05 08:00:00;" MP";" 1000";" 5";" 20.1";" nicht messbar";" 7.9";" 46.6";" 10360";" 0";" 0";" 17";" 632";" nicht messbar"
"1455";39065;2023-09-05;" 07:45:00";" ja";22439;" Mainz";" nein";" 153.5";" 109";" 198";" 117";2023-09-04 00:00:00;2023-09-05 00:00:00;" MP";" 1000";" 6";" 6";" 1718";" 7.9";" nicht messbar";" 43571";" nicht messbar";" NA";" 18.3";" 805";" 277"
"1456";39066;2023-09-05;" 10:00:00";" ja";22447;" Montabaur, GKA";" ja";" 106.5";" 87";" 126";" 126";2023-09-04 00:00:00;2023-09-05 00:00:00;" MP";" 1000";" 4";" 17";" 729";" 7.92";" 22.3";" 8640";" 0";" 0";" NA";" 360";" nicht messbar"
"1457";39067;2023-09-05;" 07:45:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 35.5";" 34";" 37";" 44.3";2023-09-04 00:00:00;2023-09-05 00:00:00;" MP";" 1000";" 12";" 17.6";" 1200";" 7.4";" 39.5";" 5392";" 0";" 0";" nicht messbar";" 483";" nicht messbar"
"1458";39068;2023-09-04;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 10";" 5";" 15";" 84";2023-09-03 18:00:00;2023-09-04 18:00:00;" MP";" 2000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 264300";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" 190"
"1459";39069;2023-09-05;" 07:15:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 131";" 74";" 188";" 134";2023-09-04 00:00:00;2023-09-05 00:00:00;" MP";" 1000";" 7";" 16.9";" 689";" 7.8";" nicht messbar";" 3010";" 0";" 0";" 17";" nicht messbar";" nicht messbar"
"1460";39070;2023-09-05;" 08:00:00";" ja";19985;" Andernach";" ja";" 78.5";" 66";" 91";" 78.5";2023-09-04 08:00:00;2023-09-05 08:00:00;" MP";" 1000";" 6";" 17.3";" 1942";" 8";" nicht messbar";" 8929";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"1461";39071;2023-09-04;" 00:00:00";" ja";23128;" Speyer";" ja";" 134.5";" 108";" 161";" 327";2023-09-03 00:00:00;2023-09-04 00:00:00;" MP";" 1000";" 3";" 22.7";" 1592";" 7.45";" 52";" 11258";" nicht messbar";" 0";" nicht messbar";" 986";" nicht messbar"
"1462";39072;2023-09-05;" 08:00:00";" ja";22449;" Worms";" ja";" 316";" 259";" 373";" 142";2023-09-04 08:00:00;2023-09-05 08:00:00;" MP";" 1000";" 4";" 20.1";" 1822";" 7.9";" 60.4";" 20014";" 0";" 0";" NA";" 936";" nicht messbar"
"1463";39073;2023-09-04;" 00:00:00";" ja";32373;" Neustadt";" ja";" 208";" 158";" 258";" 803";2023-09-03 00:00:00;2023-09-04 00:00:00;" MP";" 1000";" 8.5";" 9.7";" 1150";" 8.12";" 57.7";" 8961";" 0";" 0";" 20.1";" 814";" nicht messbar"
"1464";39074;2023-09-04;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 123.5";" 90";" 157";" 87";2023-09-03 00:00:00;2023-09-04 00:00:00;" MP";" 1000";" 5";" 16.9";" 942";" 8.01";" 34";" 8283";" 0";" 0";" NA";" 692";" 272"
"1465";39080;2023-09-05;" 00:00:00";" ja";22430;" Kaiserslautern";" ja";" 45.5";" 29";" 62";" 127";2023-09-04 00:00:00;2023-09-05 00:00:00;" MP";" 1000";" 5";" 16.2";" 713";" 7.81";" 23.1";" 49963";" 0";" 0";" NA";" 489";" 102.72"
"1466";39195;2023-09-06;" 00:00:00";" ja";22425;" Germersheim";" ja";" 57.5";" 44";" 71";" 45.6";2023-09-05 00:00:00;2023-09-06 00:00:00;" MP";" 100";" 24";" 23.3";" 93.47";" 7.1";" 52.5";" 6841";" 0";" 0";" 21.9";" 496";" nicht messbar"
"1467";39196;2023-09-06;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 6.5";" 3";" 10";" 619";2023-09-05 18:00:00;2023-09-06 18:00:00;" MP";" 1000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 260760";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" 210"
"1468";39197;2023-09-06;" 00:00:00";" ja";32373;" Neustadt";" ja";" 91.5";" 77";" 106";" 334";2023-09-05 00:00:00;2023-09-06 00:00:00;" MP";" 1000";" 9";" 9.1";" 1196";" 8.04";" 56.8";" 9395";" 0";" 0";" 20";" 830";" nicht messbar"
"1469";39198;2023-09-06;" 00:00:00";" ja";23128;" Speyer";" ja";" 114.5";" 104";" 125";" 67.8";2023-09-05 00:00:00;2023-09-06 00:00:00;" MP";" 1000";" 4";" 22.6";" 1590";" 7.51";" 54";" 11364";" nicht messbar";" 0";" nicht messbar";" 796";" nicht messbar"
"1470";39200;2023-09-07;" 08:00:00";" ja";22448;" Trier";" nein";" 106.5";" 69";" 144";" 512";2023-09-06 08:00:00;2023-09-07 08:00:00;" MP";" 1000";" 7.5";" NA";" 977";" 7.79";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"1471";39201;2023-09-06;" 00:00:00";" ja";22431;" Koblenz";" ja";" 147";" 100";" 194";" 320";2023-09-05 00:00:00;2023-09-06 00:00:00;" MP";" 1000";" 5";" 17.9";" 1600";" 7.7";" 44.6";" 25824";" 0";" 0";" 21.9";" 640";" 182"
"1472";39202;2023-09-07;" 07:45:00";" ja";22439;" Mainz";" nein";" 137";" 117";" 157";" 299";2023-09-06 00:00:00;2023-09-07 00:00:00;" MP";" 1000";" 6";" 6";" 1855";" 8.1";" nicht messbar";" 41549";" nicht messbar";" NA";" 19.5";" 941";" 274"
"1473";39203;2023-09-07;" 08:30:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 52";" 46";" 58";" 104";2023-09-06 00:00:00;2023-09-07 00:00:00;" MP";" 1000";" 12";" 18";" 1300";" 7.6";" 44.3";" 5152";" 0";" 0";" 18.2";" nicht messbar";" nicht messbar"
"1474";39204;2023-09-07;" 07:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 65.5";" 52";" 79";" 82.1";2023-09-06 00:00:00;2023-09-07 00:00:00;" MP";" 1000";" 6";" 16.2";" 723";" 7.9";" nicht messbar";" 2750";" 0";" 0";" 10";" nicht messbar";" nicht messbar"
"1475";39205;2023-09-06;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 240";" 194";" 286";" 148";2023-09-05 00:00:00;2023-09-06 00:00:00;" MP";" 1000";" 7";" 20.5";" 1.43";" 7.88";" 38.3";" 16070";" 0";" 0";" NA";" 657";" 172"
